path,emotion,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,lpc_0,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,formant_1,formant_2,formant_3
ravedess-emotional-speech-audio\Actor_01\03-01-05-01-01-02-01.wav,angry,-519.04816,34.33238,-5.342272,7.6891265,-7.7284293,-4.1421847,-11.348422,-12.635181,-11.618584,-2.9119444,-9.606559,-1.5926797,-7.8452177,205.9026,47.761036,29.606724,25.681293,24.44008,14.171771,17.104128,14.048666,15.973985,10.296989,11.019135,7.0654473,14.377433,0.4496306,0.5016465,0.47582608,0.48429614,0.49830633,0.5494641,0.53008235,0.5896357,0.5750104,0.5305778,0.50843257,0.4593111,0.2810048,0.28878975,0.2886721,0.2965367,0.28649694,0.33334583,0.31693974,0.3451919,0.35309368,0.35256815,0.32391936,0.27864555,1.0,-1.0861138,0.42434376,-0.47230187,0.4608008,-0.35053766,0.1754568,-0.10612574,0.18772689,-0.14138195,0.19684564,-0.22138521,0.1240792,631.8687445050128,1670.2633426643515,2932.2944550445263
ravedess-emotional-speech-audio\Actor_01\03-01-05-01-02-01-01.wav,angry,-565.1883,40.05792,-0.66624564,10.573722,-4.050435,-3.0465868,-8.571688,-13.228571,-8.996065,-1.9644209,-6.476139,-0.017762572,-7.9158025,201.03322,58.184345,26.79787,21.091494,21.713512,13.460213,15.742279,17.369972,13.551949,10.529882,10.972593,6.87606,12.357627,0.5202381,0.49703932,0.457916,0.5386762,0.5727373,0.51350844,0.5337154,0.607479,0.5833425,0.54078776,0.55975616,0.49392453,0.30893576,0.28680912,0.26997197,0.2923505,0.31148824,0.30232668,0.32599205,0.3636806,0.30780193,0.28028065,0.29481533,0.28787166,1.0,-0.9427139,0.18829481,-0.403255,0.30891848,-0.17196113,0.20494632,-0.030456513,0.1371243,-0.24919432,0.19156408,-0.14261183,0.114095606,624.0405627757946,1673.7622433545944,2762.851143231645
ravedess-emotional-speech-audio\Actor_01\03-01-05-01-02-02-01.wav,angry,-526.5581,40.196915,-3.7958853,9.093004,-4.7611094,-3.3927867,-7.620163,-14.923835,-10.370463,-0.804003,-8.394026,2.3007567,-9.210727,204.16669,58.82439,29.524843,19.574568,23.081354,15.048584,16.277386,19.094286,15.274296,11.995239,12.509501,8.801334,12.847972,0.43265507,0.5280647,0.5345132,0.4913776,0.4744526,0.4715417,0.45659867,0.5412741,0.55543196,0.5159445,0.51621795,0.48885888,0.291677,0.31305498,0.27674413,0.2917777,0.3188817,0.32042396,0.30982798,0.3516784,0.3421676,0.30412972,0.3248398,0.34333944,1.0,-1.0216056,0.33986792,-0.5083304,0.51668227,-0.53403294,0.5360575,-0.17525959,0.20010018,-0.34587276,0.23217064,-0.061301254,0.044470217,627.288768137398,1628.983938926476,2733.4830466293033
ravedess-emotional-speech-audio\Actor_01\03-01-05-02-01-01-01.wav,angry,-337.24527,21.516478,-18.826561,-1.5073009,-12.813228,-5.734181,-19.068003,-12.460266,-13.387141,-3.08085,-8.350034,-4.607519,-8.893252,194.49452,34.200188,27.614204,20.735945,28.708616,13.232005,18.939848,12.199505,14.490636,11.266121,11.659978,9.0522995,11.948808,0.34817788,0.42547262,0.45718375,0.52868605,0.55411357,0.55003554,0.5237525,0.62053007,0.53657156,0.4443504,0.46110767,0.3986356,0.26969746,0.30279723,0.2850131,0.33663815,0.3017242,0.3380839,0.32702458,0.35099217,0.33072227,0.32685483,0.33227652,0.2918125,1.0,-1.3866607,0.881337,-0.6787236,0.58242,-0.4320978,0.4961481,-0.40282312,0.22249076,-0.18023436,0.27094617,-0.21731654,0.10599566,732.4087521702029,1653.4898203748307,2827.6008219730147
ravedess-emotional-speech-audio\Actor_01\03-01-05-02-01-02-01.wav,angry,-357.61752,13.785372,-17.025623,0.006647709,-12.294667,-8.079639,-13.780132,-13.327694,-15.969634,-1.8088095,-12.337055,-1.6457754,-7.8102527,169.1467,49.064335,24.87568,23.081844,27.417656,16.422964,17.49736,12.902744,14.506334,14.146014,12.347603,8.158657,11.81329,0.31538337,0.3897704,0.37046623,0.3004463,0.4455858,0.55408347,0.36938497,0.29272398,0.3486711,0.3620619,0.37675714,0.3549501,0.25390032,0.31465948,0.29984254,0.22427046,0.31704512,0.3961447,0.2998693,0.27535048,0.31471962,0.29970482,0.30463165,0.26181024,1.0,-1.3403298,0.61726135,-0.2171547,0.33703274,-0.49448812,0.40419734,-0.052168965,0.043979682,-0.27120233,0.37019935,-0.15010856,-0.034252122,703.9818260875523,1690.0318974213087,2866.036188676223
ravedess-emotional-speech-audio\Actor_01\03-01-05-02-02-01-01.wav,angry,-388.71484,23.060242,-14.33846,3.2727418,-9.04869,-6.7254434,-14.610428,-15.10285,-13.343771,-1.1652555,-12.54646,0.136937,-9.1742115,194.07008,48.542965,26.396235,17.179665,28.094944,17.354383,15.063057,14.106741,14.435135,10.755876,9.825698,7.3948574,11.670529,0.38728777,0.44399896,0.36857232,0.41534007,0.4679663,0.5958832,0.49535248,0.4812159,0.54968387,0.49438998,0.5008949,0.3776471,0.25046086,0.27879873,0.24503265,0.26363885,0.26391238,0.33971977,0.28477776,0.29312047,0.339746,0.2890409,0.30916858,0.24653122,1.0,-1.2621655,0.6418329,-0.22672611,0.26481074,-0.46697685,0.39938715,-0.16861144,0.0454425,-0.08836094,0.27364314,-0.2980732,0.16590194,657.8503021794537,1592.7277634152426,2754.0798385515654
ravedess-emotional-speech-audio\Actor_01\03-01-05-02-02-02-01.wav,angry,-288.956,14.999517,-20.249802,-4.943816,-11.165282,-11.91894,-18.40666,-13.783508,-15.445488,0.04660551,-11.657056,-3.6020389,-7.1541166,199.02232,32.489796,29.321,20.301294,26.410433,17.086067,18.415451,13.249771,16.208075,11.43832,12.926952,9.103953,11.140209,0.27085468,0.27661738,0.30717987,0.3946223,0.48200285,0.48285407,0.42753667,0.48705593,0.5359028,0.43180856,0.39301416,0.3483337,0.2515298,0.22269139,0.23244493,0.27507904,0.32694802,0.37208664,0.30397162,0.32751018,0.36093214,0.3238227,0.33130747,0.30906546,1.0,-1.4805202,0.9440616,-0.50740063,0.6144877,-0.6735339,0.5609709,-0.30275425,0.18503861,-0.2196418,0.30484194,-0.28113973,0.17931578,663.8723661648817,1596.7506323818668,2742.374711924919
ravedess-emotional-speech-audio\Actor_01\03-01-06-01-01-01-01.wav,fearful,-585.5162,54.850727,1.1438782,17.882158,1.0778502,-3.6330147,-8.632897,-14.113904,-5.235662,-0.68151814,-0.43873593,4.6945057,-5.744954,198.55862,49.19297,24.659285,20.478588,17.998253,12.237255,15.802771,19.547783,12.156585,13.389677,13.305016,10.414935,15.47583,0.6118826,0.5322429,0.485874,0.4841485,0.49185187,0.49278095,0.43692422,0.45645466,0.467429,0.4755657,0.53485346,0.5766625,0.29532322,0.2763021,0.32744047,0.32495642,0.2995277,0.3194809,0.32975006,0.31223157,0.30309522,0.33885887,0.3616396,0.32901278,1.0,-1.6762972,1.2041852,-0.93486017,0.74982524,-0.6424152,0.6255647,-0.33898398,0.13824746,-0.1588409,0.10095228,0.13727838,-0.125674,619.8030685000733,1585.1120905587536,2650.72182951201
ravedess-emotional-speech-audio\Actor_01\03-01-06-01-01-02-01.wav,fearful,-597.32153,50.840603,-7.633775,12.042746,-1.660592,-6.483013,-13.43223,-18.339567,-8.896203,-1.8715373,-8.021989,0.9602665,-8.817256,200.35234,53.397263,23.726036,19.68785,19.312458,12.640934,15.997366,20.121485,13.493218,11.128827,12.293866,8.951771,13.577373,0.39017114,0.39456114,0.41286692,0.4474196,0.406942,0.4787807,0.5204975,0.62512875,0.56172943,0.44961083,0.40961024,0.44368926,0.26625955,0.25872165,0.24928248,0.27350602,0.22566023,0.30350447,0.32590273,0.36831474,0.3345824,0.29270926,0.26074576,0.29877514,1.0,-1.5195843,0.7511526,-0.34444177,0.4166846,-0.6623418,0.6703482,-0.10836459,-0.25868946,-0.06884587,0.3209641,-0.09687779,0.006230891,633.3766418707673,1619.2737765429588,2714.044147607496
ravedess-emotional-speech-audio\Actor_01\03-01-06-01-02-01-01.wav,fearful,-611.0732,58.111893,8.016992,20.353622,5.4318013,2.4865937,-6.7541385,-9.492913,-3.2801993,1.6995196,-0.76240706,3.866754,-3.6819413,202.0275,53.686043,25.528063,22.661068,16.311447,14.964138,20.318462,17.066679,14.058643,13.533429,10.507281,9.065814,13.080454,0.520437,0.5545219,0.5004054,0.4562246,0.46694845,0.48717254,0.49417266,0.60498554,0.6408625,0.6392723,0.5628144,0.5417911,0.29349038,0.27268827,0.2896541,0.32362822,0.30377653,0.30309707,0.32049924,0.34312564,0.27418503,0.2814693,0.28932798,0.3163639,1.0,-1.2821814,0.776278,-0.7900901,0.42214262,-0.2268208,0.3063372,-0.1547766,0.07184573,-0.17990643,0.12874778,0.055578265,-0.0064949207,776.3645078607956,1874.7305979467938,2718.766833728975
ravedess-emotional-speech-audio\Actor_01\03-01-06-01-02-02-01.wav,fearful,-612.7057,53.906128,-3.5117188,17.777882,0.57224786,-0.69930005,-11.2709255,-12.810475,-3.788733,0.63445026,-2.4412038,0.65219474,-4.3379703,208.61276,57.076427,26.589928,19.637169,15.661665,11.584281,15.671166,16.302706,13.50425,11.983365,9.019401,8.367521,11.485332,0.582629,0.5121226,0.4856672,0.4875561,0.4681223,0.49367803,0.6038362,0.5801852,0.49783552,0.49168473,0.5664058,0.6048457,0.27374122,0.2848454,0.30450502,0.29953307,0.32113218,0.31812558,0.31852147,0.30835405,0.31444153,0.3105221,0.29279715,0.26003063,1.0,-1.1557426,0.46403503,-0.49237627,0.27196378,0.020337608,-0.03767003,0.053099006,0.030215623,-0.15171877,0.017494667,0.030100606,0.096684195,1176.6497890107291,2235.6889068825185,3089.3358285727727
ravedess-emotional-speech-audio\Actor_01\03-01-06-02-01-01-01.wav,fearful,-423.73782,45.013477,-13.370381,6.339218,1.9472811,2.9517512,-14.347461,-15.163814,-7.2976146,5.1179457,-6.006179,1.9763619,-5.106613,155.55623,34.249153,20.137459,19.328226,19.676,16.672256,11.697941,12.719664,14.452416,10.567468,14.917583,7.9534445,12.537806,0.34095088,0.38352418,0.39457643,0.3948363,0.5193509,0.61340183,0.44892982,0.4586168,0.49461958,0.42987502,0.3751857,0.374677,0.26150203,0.2559503,0.29770866,0.2691841,0.31537515,0.36033183,0.2877112,0.30125347,0.30283347,0.28242105,0.2414052,0.26528952,1.0,-1.4539789,0.82989913,-0.576416,0.4273091,-0.3977466,0.5016162,-0.25616047,0.1926651,-0.3736944,0.28881744,-0.05419515,0.007892731,641.2314415561677,1731.1102191332543,2855.116073242389
ravedess-emotional-speech-audio\Actor_01\03-01-06-02-01-02-01.wav,fearful,-396.55222,38.0654,-22.3889,0.25306758,0.46698663,-5.5606017,-18.55605,-18.556978,-12.357904,-2.6272838,-12.172206,-4.2803245,-7.6666026,145.99406,30.351883,23.715633,18.00265,17.588991,15.06472,14.695868,15.48144,14.955192,9.859567,14.832773,9.209156,11.9260235,0.29299298,0.3747314,0.3681164,0.29063818,0.3204788,0.46739584,0.3847447,0.44222128,0.5366321,0.41651812,0.3805037,0.3614593,0.2345962,0.30524415,0.3015577,0.27097502,0.2724636,0.37572435,0.31278768,0.35654658,0.38718885,0.2901673,0.29251295,0.2859634,1.0,-1.697847,1.1050504,-0.67831665,0.70287806,-0.6663566,0.61288035,-0.22942835,0.009718403,-0.17566016,0.26800376,-0.2911989,0.14822951,660.485275798813,1598.1265118590034,2673.6343181660495
ravedess-emotional-speech-audio\Actor_01\03-01-06-02-02-01-01.wav,fearful,-358.88696,34.035267,-18.22131,-0.7502501,-7.190615,-2.5802512,-21.60741,-19.274672,-14.751152,-1.6617382,-10.945922,-5.6125274,-11.382005,156.37479,37.63129,26.36168,19.35306,26.637987,20.34745,14.702564,13.469087,16.913498,8.362908,13.090777,7.7025785,9.807023,0.3722006,0.4207391,0.38160044,0.31831518,0.4706253,0.62805504,0.46979135,0.4187984,0.41936415,0.3748945,0.37998983,0.34303248,0.2760347,0.30781472,0.28920373,0.24685094,0.31903586,0.40980732,0.3453314,0.287765,0.28423315,0.26384267,0.30649394,0.287873,1.0,-1.5443745,0.90073174,-0.4006339,0.28339005,-0.2832509,0.28363022,0.03710056,-0.07743959,-0.19761288,0.3433439,-0.3089372,0.12620509,586.8873056401238,1525.3575536068606,2627.9426129384956
ravedess-emotional-speech-audio\Actor_01\03-01-06-02-02-02-01.wav,fearful,-415.21292,40.25384,-19.091866,-0.13605641,-0.4034058,-4.616887,-21.602455,-16.94002,-16.143114,4.635973,-10.505514,-5.2001114,-9.305202,174.85057,37.96342,25.25969,19.559109,22.413572,15.813365,14.177818,14.706274,17.493435,9.895799,13.108005,8.286628,14.0354,0.38558778,0.38673726,0.3234968,0.30871594,0.42736304,0.52688783,0.4280735,0.48300692,0.42636037,0.3515685,0.3987356,0.35807845,0.29889506,0.29347375,0.28759426,0.2679027,0.31703794,0.37314406,0.31472367,0.36245936,0.28074247,0.22889327,0.3095623,0.27067593,1.0,-1.5632453,1.0042089,-0.7178265,0.74375373,-0.6659811,0.488032,-0.15608263,0.10150918,-0.26421508,0.35532117,-0.33380038,0.14285535,604.6951495604388,1523.6096210799924,2732.8458919165937
ravedess-emotional-speech-audio\Actor_01\03-01-07-01-01-01-01.wav,disgust,-627.39307,56.06404,-3.1170433,11.49946,1.0033993,-3.9210415,-9.995579,-13.605495,-9.509379,0.43244773,-8.993285,-1.8622807,-8.753813,160.1091,62.84474,29.76462,23.96081,18.68664,16.083445,15.317796,12.624547,13.322637,10.894573,13.835323,10.066347,11.652862,0.46372947,0.46256873,0.4681355,0.44329277,0.49628705,0.5272166,0.5183203,0.502594,0.5082941,0.5328947,0.5769144,0.48960048,0.314445,0.33902523,0.3277803,0.29353416,0.30794024,0.32217106,0.32802114,0.30650115,0.3055157,0.29767585,0.32527652,0.32360384,1.0,-0.8548863,0.11393317,-0.5133232,0.30494046,-0.2252938,0.3693526,-0.22306725,0.27601427,-0.353101,0.15400353,-0.030796371,0.11004509,1293.8964136477202,2577.85232884063,3581.3952256456823
ravedess-emotional-speech-audio\Actor_01\03-01-07-01-01-02-01.wav,disgust,-610.0479,48.85015,-1.9084805,5.6249604,1.6951039,-6.3217783,-10.509713,-12.423803,-10.028683,0.8152617,-8.447666,-2.486566,-5.8485193,169.48062,60.44468,27.009657,19.34755,17.497746,17.786503,15.138842,11.836684,13.614996,11.246123,11.729768,7.5157466,9.482008,0.42301565,0.44821382,0.5134486,0.53943074,0.5230939,0.50625527,0.53950226,0.5975404,0.5055244,0.4457731,0.47452664,0.49934924,0.31599173,0.30189326,0.31366792,0.30063865,0.30177063,0.29113415,0.32457817,0.35330096,0.31043914,0.30975404,0.28760633,0.31313607,1.0,-0.86041754,-0.031551786,-0.35832164,0.33919117,-0.15134875,0.22867407,-0.22255085,0.25439262,-0.19018061,0.052792303,0.008845553,0.060977936,1922.1988304194656,2956.6765922930845,3907.758318143208
ravedess-emotional-speech-audio\Actor_01\03-01-07-01-02-01-01.wav,disgust,-648.0569,64.78989,1.1125655,11.524223,-1.393087,1.8670952,-15.299744,-10.772554,-5.3905125,-1.4634404,-5.008586,-0.7306331,-9.1686945,195.71202,69.529945,31.758078,23.395643,18.632267,12.163407,18.330738,13.516089,11.409737,11.886382,9.836278,7.8575296,9.930998,0.4845524,0.54979116,0.5901187,0.58633304,0.5227888,0.46373647,0.50767404,0.54422396,0.51041406,0.47115862,0.46678835,0.4410553,0.29268584,0.29645252,0.313596,0.34965286,0.31092542,0.30128565,0.3234231,0.30361778,0.2851805,0.32190698,0.32615507,0.2701379,1.0,-0.78032976,0.048667703,-0.8313937,0.65008277,-0.13219354,0.35787806,-0.296549,0.31873754,-0.3774167,0.087693624,0.03893665,0.062391207,2035.4141064175165,3483.4669790819385,4385.400783845792
ravedess-emotional-speech-audio\Actor_01\03-01-07-01-02-02-01.wav,disgust,-653.422,48.335278,0.047555413,8.156981,-1.5712835,1.1812891,-13.67833,-8.951735,-4.7596087,1.2081931,-5.4555316,-0.20628472,-8.210209,197.51901,65.762085,34.052803,18.085178,17.477493,10.437514,16.843515,13.327703,11.574374,10.571602,9.378254,6.8928523,12.112497,0.5483955,0.55517346,0.5358218,0.5709613,0.5384081,0.5945196,0.58614224,0.5863726,0.533575,0.55890334,0.5580548,0.50230706,0.31514186,0.31188956,0.31894484,0.32489747,0.29956526,0.33722106,0.329739,0.33212614,0.31959867,0.33666047,0.3260777,0.31119177,1.0,-0.8106696,-0.13481916,-0.51634437,0.5757302,-0.08113937,0.27067798,-0.18670687,0.15567711,-0.36100686,0.16641581,-0.09231643,0.15407927,1039.2142976379168,2295.883656354711,3427.9713310825273
ravedess-emotional-speech-audio\Actor_01\03-01-07-02-01-01-01.wav,disgust,-481.53232,40.51122,-11.4748,-7.901347,-8.841569,-4.329026,-21.803675,-16.078203,-10.888158,-2.132839,-7.028794,-6.379794,-8.543224,155.79845,52.691532,25.49231,25.454294,21.636293,16.674934,18.674767,13.006058,15.478562,12.099319,9.43324,11.780761,9.145811,0.30324042,0.3613659,0.39404163,0.5083091,0.51237863,0.45480123,0.4834628,0.5518397,0.5225441,0.480995,0.4321763,0.3263884,0.2855867,0.28503114,0.29681158,0.34331468,0.33391708,0.32935196,0.33619913,0.35269248,0.30571523,0.31915632,0.31330678,0.26446706,1.0,-0.9497905,-0.148711,0.16699633,0.12845147,-0.23646502,0.1429643,-0.087453604,0.12104322,0.108750276,0.09282357,-0.28439912,0.15162386,661.4033612145347,1693.2840390876077,2964.822026081427
ravedess-emotional-speech-audio\Actor_01\03-01-07-02-01-02-01.wav,disgust,-482.12827,29.041338,-9.195027,-0.7885426,-10.992719,-12.008076,-23.950525,-10.299276,-9.487532,-3.0031815,-8.659333,-6.1682568,-10.909006,163.7686,56.340042,22.855778,20.148352,20.234663,15.478085,21.444696,10.237344,13.073514,14.710883,11.321671,13.775575,14.839913,0.3727122,0.40988937,0.4676453,0.4558141,0.45258442,0.55948395,0.50702333,0.529017,0.52900946,0.5277762,0.5402441,0.4675267,0.296565,0.30618253,0.29923573,0.30685127,0.31231123,0.3840469,0.34426907,0.345546,0.30696708,0.30525,0.3377496,0.32493398,1.0,-0.9385193,-0.13348985,-0.08537703,0.2762703,-0.11811939,0.30619472,-0.16130365,-0.12430931,0.02063639,0.21829896,-0.17909516,0.09134529,609.5952480576817,1741.1941303887768,3029.9640650046904
ravedess-emotional-speech-audio\Actor_01\03-01-07-02-02-01-01.wav,disgust,-512.09625,42.783077,6.04263,-5.242643,-6.3009214,-3.665944,-22.414444,-7.779645,-10.260761,-9.143557,-4.59229,-8.357699,-12.840343,179.23799,65.01609,27.602915,23.443941,23.171865,13.971002,22.78699,10.774616,12.201064,13.915609,10.407719,11.388208,11.938193,0.48011094,0.44443104,0.42006275,0.4563168,0.5738852,0.5531316,0.5018356,0.48713514,0.37711653,0.39966255,0.45697954,0.45937964,0.32478204,0.29299042,0.29635304,0.29442748,0.34588635,0.31717566,0.31629196,0.34707773,0.29324448,0.32171062,0.3028607,0.30312347,1.0,-0.97643286,-0.010758439,-0.35077146,0.3564493,0.15006873,0.28339276,-0.43222842,-0.025407076,0.018942483,0.29135513,-0.111064486,-0.057973977,741.4662606222777,1698.839405589714,2798.1071350206507
ravedess-emotional-speech-audio\Actor_01\03-01-07-02-02-02-01.wav,disgust,-495.75964,39.893974,-4.2754593,-1.8386264,-4.6929736,-6.680155,-21.447659,-10.417933,-8.446337,-5.461118,-8.873238,-6.0309944,-9.524894,172.71262,56.024483,25.679647,20.311607,22.099136,13.629263,23.455215,13.558384,15.18163,15.56906,10.50267,10.626067,11.552332,0.3682452,0.42987978,0.46487695,0.49253723,0.52243507,0.5713004,0.54208046,0.5839422,0.59269166,0.5436609,0.5337174,0.4631441,0.273143,0.31249225,0.3169049,0.310933,0.30723023,0.34402278,0.31753626,0.3422039,0.34727958,0.30812737,0.3093499,0.3041988,1.0,-0.81356406,-0.3274544,0.091634355,0.10288477,0.08974118,0.11160642,-0.20368326,-0.056679405,-0.034060054,0.30384338,-0.13492048,0.05495882,514.54138194385,1568.0919764291625,2589.7247497661233
ravedess-emotional-speech-audio\Actor_01\03-01-08-01-01-01-01.wav,surprised,-653.802,49.179478,-2.799431,10.681282,-0.8430521,-4.8481417,-8.816074,-9.559468,-9.580914,0.3946103,-6.9830184,0.11931375,-8.210438,195.62294,60.628086,19.394476,24.992565,16.58522,13.392315,14.106611,12.666439,13.960487,8.9640665,11.687648,8.378574,11.292402,0.48595458,0.5584996,0.54753685,0.5322171,0.55982214,0.58453184,0.5739466,0.6765856,0.6483181,0.6081386,0.59976697,0.5273678,0.23852964,0.26162168,0.2618826,0.27324393,0.28581282,0.3104766,0.29331493,0.2917726,0.27855036,0.31145197,0.32789603,0.2723929,1.0,-1.7795081,1.4662687,-1.1467026,0.8522486,-0.63546485,0.44159636,-0.15316808,-0.015383369,-0.033737134,0.13597307,-0.042432018,-0.014507951,411.98834750466324,1841.173596844767,2434.638992262
ravedess-emotional-speech-audio\Actor_01\03-01-08-01-01-02-01.wav,surprised,-668.19116,47.139786,-4.7052455,13.721151,0.95146763,-5.1007657,-8.305245,-9.628006,-5.4688888,0.5109171,-8.244247,1.1428028,-8.730589,202.88449,61.500698,22.746735,24.790022,16.017138,12.947638,14.5614,13.487755,10.235844,7.61817,12.354265,8.067146,12.135143,0.5742853,0.580787,0.61982596,0.6366242,0.5876603,0.58013093,0.56464636,0.64692986,0.6324604,0.5955391,0.6457239,0.6073785,0.26413304,0.25395882,0.28204572,0.2880393,0.28217766,0.3125825,0.28467426,0.25082573,0.26672885,0.3011964,0.32467812,0.28164354,1.0,-1.9292384,1.6736354,-1.168283,0.8442052,-0.76129884,0.7639963,-0.50675017,0.2538334,-0.40910798,0.5983804,-0.39194408,0.11701888,531.5231363436669,1486.3490356851119,2341.8995139254025
ravedess-emotional-speech-audio\Actor_01\03-01-08-01-02-01-01.wav,surprised,-653.0896,51.12251,-0.39638636,13.839716,-1.9285262,-1.7304401,-8.602907,-11.684995,-6.61873,0.65195066,-5.4619513,-1.3823807,-7.9610868,204.93083,63.92923,25.325878,22.84698,20.902975,13.762591,15.83073,14.214023,11.75194,10.03337,9.337024,7.699282,10.323061,0.512346,0.5365376,0.59061736,0.60078055,0.5475349,0.56922626,0.5308518,0.5527033,0.54043525,0.5126318,0.5702769,0.6381464,0.25867718,0.29619095,0.29616928,0.3233982,0.28916976,0.31786925,0.30061173,0.32257706,0.32508805,0.31054667,0.28925708,0.2965029,1.0,-1.3893789,0.86296314,-0.8906748,0.58117634,-0.23111793,0.25060228,-0.09426029,0.1041246,-0.058567055,-0.028971396,-0.08216697,0.08924728,741.2836592800993,1428.603335662585,2821.4441652720184
ravedess-emotional-speech-audio\Actor_01\03-01-08-01-02-02-01.wav,surprised,-650.4084,44.525436,-3.289431,8.4315,-5.7564473,-3.3576188,-8.847265,-9.746705,-8.942404,-0.33964503,-8.089939,-0.2080578,-8.248758,211.54947,61.31283,23.631184,20.69771,20.840803,13.301545,15.223588,13.803884,15.14864,10.680758,11.606145,8.503878,11.705188,0.63576293,0.6718885,0.59310704,0.5439139,0.56095624,0.5494371,0.6341702,0.6405915,0.5592591,0.59105635,0.5942229,0.5391404,0.2686602,0.2556034,0.2561427,0.2845341,0.31265083,0.2945607,0.30298823,0.3341469,0.3302101,0.3445867,0.3094537,0.2631678,1.0,-1.2296904,0.538021,-0.5318872,0.34324166,-0.09169348,0.16300316,-0.08328353,0.06823934,-0.11598863,0.09419748,-0.088389486,0.09003785,797.9610653787236,1673.4469665976922,2729.7981914633083
ravedess-emotional-speech-audio\Actor_01\03-01-08-02-01-01-01.wav,surprised,-591.24066,45.74095,-6.534701,10.830641,-1.0096091,-6.222334,-9.543664,-10.192096,-9.208443,1.8554968,-9.908838,2.040867,-7.775535,222.81569,53.40471,22.875404,23.34899,21.963562,17.2829,15.63387,17.251522,16.124279,9.4669,15.304207,6.767215,13.971854,0.5095078,0.5625659,0.5477313,0.5588456,0.553124,0.57082146,0.56311077,0.613071,0.6421539,0.62556344,0.6466526,0.530026,0.27067107,0.2803913,0.29360586,0.3057706,0.31244853,0.32969624,0.32714474,0.32531112,0.31123188,0.30294698,0.32031977,0.28419486,1.0,-1.8106915,1.4754567,-1.09305,0.9595184,-1.061142,1.0404168,-0.5382051,0.11181758,-0.15850662,0.28922224,-0.13544442,0.018043512,480.1483980654294,1554.3633195167138,2660.0977610982272
